Date,AAPL,GOOG,IBM,MSFT,QCOM
2009-01-12,85.22,312.69,77.8,17.01,31.86
2009-01-13,84.3,314.32,77.46,17.31,32.12
2009-01-14,82.02,300.97,75.51,16.68,30.86
2009-01-15,80.14,298.99,76.35,16.81,31.81
2009-01-16,79.13,299.67,77.08,17.22,32.92
2009-01-20,75.16,282.75,74.41,16.14,31.21
2009-01-21,79.61,303.08,82.98,16.93,32.79
2009-01-22,84.93,306.5,81.75,14.95,32.96
2009-01-23,84.93,324.7,81.23,15.03,33.43
2009-01-26,86.16,323.87,83.14,15.4,33.44
2009-01-27,87.21,331.48,83.2,15.43,32.57
2009-01-28,90.54,348.67,86.07,15.76,33.66
2009-01-29,89.39,343.32,83.97,15.37,32.11
2009-01-30,86.63,338.53,83.19,14.94,31.58
2009-02-02,87.96,340.57,82.53,15.58,32.26
2009-02-03,89.37,340.45,84.85,16.16,31.28
2009-02-04,89.92,343.0,84.26,16.27,30.92
2009-02-05,92.71,353.72,83.88,16.63,32.03
2009-02-06,95.85,371.28,87.74,17.17,33.2
2009-02-09,98.53,378.77,88.36,16.98,33.5
2009-02-10,94.03,358.51,85.12,16.42,32.01
2009-02-11,93.06,358.04,86.84,16.78,31.64
2009-02-12,95.41,363.05,86.76,16.82,32.49
2009-02-13,95.31,357.68,85.64,16.68,32.61
2009-02-17,90.86,342.66,82.75,15.91,31.74
2009-02-18,90.7,353.11,83.51,15.94,31.37
2009-02-19,87.12,342.64,81.16,15.75,30.93
2009-02-20,87.66,346.45,81.03,15.83,31.14
2009-02-23,83.57,330.06,77.0,15.14,29.96
2009-02-24,86.74,345.45,78.85,15.1,31.53
2009-02-25,87.62,341.64,78.39,14.92,31.16
2009-02-26,85.73,337.18,81.2,14.44,30.91
2009-02-27,85.84,337.99,83.99,14.2,30.7
2009-03-02,84.52,327.16,81.27,13.89,30.11
2009-03-03,84.94,325.48,80.1,13.97,30.72
2009-03-04,87.63,318.92,81.67,14.18,31.9
2009-03-05,85.39,305.64,79.84,13.43,31.8
2009-03-06,81.99,308.57,78.31,13.44,30.88
2009-03-09,79.88,290.89,76.18,13.33,30.3
2009-03-10,85.19,308.17,79.63,14.49,32.47
2009-03-11,89.08,317.91,80.88,15.05,32.46
2009-03-12,92.61,323.53,82.5,14.96,33.78
2009-03-13,92.2,324.42,82.46,14.64,33.75
2009-03-16,91.71,319.69,83.25,14.29,32.91
2009-03-17,95.79,335.34,84.79,14.86,34.26
2009-03-18,97.58,333.1,83.91,14.92,34.85
2009-03-19,97.67,329.94,84.56,15.08,34.57
2009-03-20,97.64,330.16,84.43,15.01,34.03
2009-03-23,103.48,348.6,90.08,16.12,35.65
2009-03-24,102.36,347.17,89.71,15.77,34.92
2009-03-25,102.35,344.07,89.39,15.73,35.35
2009-03-26,105.6,353.29,90.15,16.56,36.31
2009-03-27,102.7,347.7,85.92,15.95,35.76
2009-03-30,100.43,342.69,86.26,15.37,34.78
2009-03-31,101.04,348.06,88.42,16.16,35.73
2009-04-01,104.47,354.09,89.08,16.98,36.44
2009-04-02,108.33,362.5,92.01,16.97,37.94
2009-04-03,111.48,369.78,93.29,16.49,37.83
2009-04-06,113.85,368.24,92.68,16.5,37.34
2009-04-07,110.53,358.65,90.12,16.5,36.14
2009-04-08,111.8,362.0,92.35,16.88,36.93
2009-04-09,114.93,372.5,92.81,17.3,38.25
2009-04-13,115.55,378.11,91.22,17.23,37.54
2009-04-14,113.71,368.91,90.6,17.02,37.47
2009-04-15,113.07,379.5,90.21,16.56,37.56
2009-04-16,116.73,388.74,92.57,17.38,38.24
2009-04-17,118.63,392.24,92.42,16.89,37.63
2009-04-20,115.82,379.3,91.65,16.37,36.39
2009-04-21,117.03,381.47,93.37,16.68,36.98
2009-04-22,116.79,383.86,93.59,16.52,36.84
2009-04-23,120.53,384.69,92.56,16.64,37.4
2009-04-24,119.09,389.49,91.33,18.39,37.98
2009-04-27,119.88,385.95,91.22,17.94,39.64
2009-04-28,119.09,383.71,93.03,17.53,38.79
2009-04-29,120.28,391.47,94.95,17.81,39.56
2009-04-30,120.94,395.97,94.19,17.82,38.86
2009-05-01,122.3,393.69,95.47,17.8,39.18
2009-05-04,126.94,401.98,96.91,17.76,39.81
2009-05-05,127.55,402.99,96.6,17.41,39.94
2009-05-06,127.35,403.47,95.98,17.41,40.16
2009-05-07,124.05,396.61,94.11,16.99,38.88
2009-05-08,124.17,407.33,93.1,17.08,38.38
2009-05-11,124.54,407.98,94.4,16.99,38.5
2009-05-12,119.59,399.01,95.35,17.49,37.59
2009-05-13,114.85,389.54,93.81,17.37,36.66
2009-05-14,118.17,387.5,92.7,17.64,37.22
2009-05-15,117.66,390.0,92.99,17.78,37.39
2009-05-18,121.73,396.84,95.94,18.12,38.56
2009-05-19,122.5,398.88,96.79,17.98,38.88
2009-05-20,120.98,397.18,95.45,18.04,39.09
2009-05-21,119.36,396.5,94.32,17.54,38.28
2009-05-22,117.74,393.5,93.47,17.48,37.94
2009-05-26,125.7,404.36,96.34,18.0,39.75
2009-05-27,127.88,405.56,94.43,17.82,39.12
2009-05-28,129.82,410.4,96.04,18.1,39.6
2009-05-29,130.53,417.23,97.5,18.49,40.19
2009-06-01,133.94,426.56,99.42,18.94,40.93
2009-06-02,134.07,428.4,98.0,18.94,40.48
2009-06-03,135.47,431.65,97.69,19.23,40.18
2009-06-04,138.16,440.28,97.54,19.32,41.75
2009-06-05,139.05,444.32,98.38,19.6,41.86
2009-06-08,138.26,438.77,98.61,19.52,41.83
2009-06-09,137.18,435.62,99.21,19.54,42.44
2009-06-10,134.8,432.6,99.4,19.96,42.47
2009-06-11,134.51,429.0,100.36,20.21,42.39
2009-06-12,131.65,424.84,99.27,20.65,42.45
2009-06-15,130.8,416.77,98.73,20.73,40.85
2009-06-16,131.05,416.0,98.45,20.76,40.06
2009-06-17,130.31,415.16,98.16,20.96,41.57
2009-06-18,130.6,414.06,97.54,20.8,41.75
2009-06-19,134.06,420.09,97.14,21.31,42.41
2009-06-22,132.03,407.35,95.88,20.61,40.93
2009-06-23,128.8,405.68,95.81,20.66,41.02
2009-06-24,130.93,409.29,95.55,20.77,41.74
2009-06-25,134.43,415.77,97.3,21.06,42.72
2009-06-26,136.91,425.32,96.95,20.67,42.58
2009-06-29,136.46,424.14,97.09,21.12,42.49
2009-06-30,136.9,421.59,95.79,21.04,41.67
2009-07-01,137.28,418.99,96.18,21.28,41.63
2009-07-02,134.58,408.49,93.32,20.69,41.19
2009-07-06,133.23,409.61,93.25,20.54,41.67
2009-07-07,130.14,396.63,91.91,19.94,40.27
2009-07-08,131.89,402.49,92.36,19.97,40.15
2009-07-09,131.06,410.39,93.65,19.86,39.7
2009-07-10,133.14,414.4,92.5,19.82,40.05
2009-07-13,136.81,424.3,95.06,20.56,40.85
2009-07-14,136.74,424.69,94.72,20.46,41.16
2009-07-15,141.17,438.17,98.36,21.35,42.46
2009-07-16,141.79,442.6,101.5,21.63,43.07
2009-07-17,145.86,430.25,105.88,21.5,43.7
2009-07-20,146.97,430.17,106.82,21.71,43.36
2009-07-21,145.62,427.9,107.37,21.98,44.23
2009-07-22,150.65,427.69,106.02,21.95,44.67
2009-07-23,151.69,437.34,107.39,22.62,43.7
2009-07-24,153.78,446.72,107.92,20.76,43.65
2009-07-27,153.88,444.8,107.91,20.46,42.85
2009-07-28,153.78,439.85,107.59,20.77,42.74
2009-07-29,153.81,436.24,107.57,21.07,42.64
2009-07-30,156.47,445.64,108.12,21.07,42.89
2009-07-31,157.04,443.05,108.19,20.82,42.6
2009-08-03,159.96,452.21,110.01,21.09,43.3
2009-08-04,159.12,453.73,109.72,21.04,42.69
2009-08-05,158.7,451.14,108.68,21.07,42.23
2009-08-06,157.54,450.36,108.18,20.77,42.04
2009-08-07,159.08,457.1,109.98,20.85,42.38
2009-08-10,158.32,456.61,109.4,20.73,42.17
2009-08-11,156.5,453.94,108.56,20.47,41.86
2009-08-12,158.89,458.58,109.94,20.83,42.75
2009-08-13,161.88,462.28,110.21,20.91,42.94
2009-08-14,160.3,460.0,109.28,20.97,42.53
2009-08-17,153.39,444.89,107.7,20.58,41.44
2009-08-18,157.63,445.28,108.41,20.99,41.63
2009-08-19,158.21,443.97,109.28,21.05,42.15
2009-08-20,159.87,460.41,109.63,21.07,43.41
2009-08-21,162.65,465.24,110.51,21.73,43.6
2009-08-24,162.49,468.73,109.97,21.93,43.71
2009-08-25,162.82,471.37,109.52,21.93,43.32
2009-08-26,160.91,468.0,110.11,21.85,43.98
2009-08-27,162.87,466.06,110.07,21.98,43.72
2009-08-28,163.44,464.75,108.96,21.97,43.69
2009-08-31,161.68,461.67,108.8,21.94,42.95
2009-09-01,158.88,455.76,107.55,21.36,41.96
2009-09-02,158.76,453.01,107.0,21.24,42.03
2009-09-03,160.08,457.52,107.22,21.46,41.66
2009-09-04,163.69,461.3,108.26,21.91,42.3
2009-09-08,166.21,458.62,107.98,22.09,42.58
2009-09-09,164.49,463.97,107.61,22.06,42.77
2009-09-10,165.86,470.94,108.45,22.25,43.16
2009-09-11,165.47,472.14,108.8,22.13,43.13
2009-09-14,166.97,475.12,109.57,22.25,42.78
2009-09-15,168.36,477.54,110.0,22.43,42.33
2009-09-16,174.81,488.29,112.28,22.43,42.29
2009-09-17,177.38,491.72,112.33,22.52,41.66
2009-09-18,177.83,491.46,112.54,22.48,41.14
2009-09-21,176.87,497.0,112.05,22.52,41.52
2009-09-22,177.31,499.06,112.08,22.94,41.26
2009-09-23,178.29,498.46,111.35,22.88,40.93
2009-09-24,176.68,496.77,111.47,23.09,41.32
2009-09-25,175.29,492.48,111.59,22.74,41.36
2009-09-28,178.92,498.53,109.98,22.99,42.54
2009-09-29,178.18,498.53,109.5,22.92,42.1
2009-09-30,178.15,495.85,110.24,22.89,41.62
2009-10-01,173.83,487.2,108.66,22.15,39.51
2009-10-02,177.72,484.58,109.7,22.22,38.34
2009-10-05,178.79,488.52,110.37,21.93,38.81
2009-10-06,182.63,498.74,111.84,22.35,39.44
2009-10-07,182.86,517.54,113.16,22.34,39.03
2009-10-08,181.92,514.18,112.71,22.85,38.35
2009-10-09,183.07,516.25,116.06,22.74,38.58
2009-10-12,183.4,524.04,117.09,22.89,38.44
2009-10-13,182.64,526.11,117.07,22.97,38.2
2009-10-14,183.86,535.32,118.29,23.11,39.07
2009-10-15,183.16,529.91,117.95,23.77,39.28
2009-10-16,180.75,549.85,112.11,23.59,38.82
2009-10-19,182.48,552.09,113.42,23.46,38.92
2009-10-20,191.04,551.72,113.2,23.47,38.22
2009-10-21,196.96,551.1,111.4,23.66,38.32
2009-10-22,197.23,554.09,113.08,23.67,38.01
2009-10-23,196.02,553.69,110.93,24.94,37.66
2009-10-26,194.61,554.21,110.7,25.53,37.64
2009-10-27,189.7,548.29,111.2,25.45,37.94
2009-10-28,184.93,540.3,111.98,24.94,38.52
2009-10-29,188.72,551.05,113.24,25.12,39.11
2009-10-30,181.18,536.12,111.16,24.68,38.24
2009-11-02,181.96,533.99,111.12,24.82,38.69
2009-11-03,181.42,537.29,111.67,24.5,39.07
2009-11-04,183.4,540.33,111.79,24.98,38.49
2009-11-05,186.49,548.65,113.46,25.34,40.57
2009-11-06,186.79,551.1,114.33,25.39,40.62
2009-11-09,193.63,562.51,116.65,25.8,41.41
2009-11-10,195.1,566.76,117.49,25.82,41.04
2009-11-11,195.35,570.56,117.75,25.92,41.32
2009-11-12,194.14,567.85,116.89,26.13,41.5
2009-11-13,196.51,572.05,117.6,26.37,42.35
2009-11-16,198.6,576.28,118.7,26.29,42.11
2009-11-17,198.96,577.49,119.08,26.82,42.55
2009-11-18,197.96,576.65,118.64,26.92,42.09
2009-11-19,192.72,572.99,118.08,26.62,41.72
2009-11-20,192.15,569.96,117.54,26.48,41.73
2009-11-23,197.88,582.35,118.69,26.77,42.31
2009-11-24,196.5,583.09,118.44,26.74,42.32
2009-11-25,196.26,585.74,117.84,26.63,42.2
2009-11-27,192.8,579.76,116.37,26.12,41.79
2009-11-30,192.14,583.0,116.97,26.29,41.8
2009-12-01,189.32,589.87,118.45,26.83,41.85
2009-12-02,188.61,587.51,117.77,26.62,41.85
2009-12-03,188.85,585.74,118.09,26.67,41.45
2009-12-04,185.81,585.01,117.81,26.8,41.94
2009-12-07,181.61,586.25,117.61,26.63,41.69
2009-12-08,182.49,587.05,117.39,26.44,41.41
2009-12-09,190.12,589.02,118.86,26.56,41.58
2009-12-10,188.8,591.5,119.74,26.71,42.32
2009-12-11,187.11,590.51,120.06,26.69,41.7
2009-12-14,189.33,595.73,120.29,26.92,41.49
2009-12-15,186.63,593.14,118.96,26.84,41.68
2009-12-16,187.45,597.76,119.16,26.91,41.51
2009-12-17,184.41,593.94,117.95,26.46,41.15
2009-12-18,187.84,596.42,118.42,27.14,41.4
2009-12-21,190.53,598.68,119.1,27.29,42.18
2009-12-22,192.58,601.12,120.29,27.55,42.58
2009-12-23,194.25,611.68,120.35,27.64,42.68
2009-12-24,200.92,618.48,120.88,27.72,42.82
2009-12-28,203.39,622.87,122.49,27.87,42.97
2009-12-29,200.98,619.4,122.07,28.06,43.33
2009-12-30,203.42,622.73,122.73,27.68,43.52
2009-12-31,202.54,619.98,121.19,27.25,42.97
2010-01-04,205.7,626.75,122.62,27.67,43.6
2010-01-05,206.05,623.99,121.14,27.68,44.65
2010-01-06,202.77,608.26,120.35,27.51,44.21
2010-01-07,202.4,594.1,119.94,27.22,45.49
2010-01-08,203.75,602.02,121.14,27.41,45.95
2010-01-11,201.95,601.11,119.87,27.06,45.78
2010-01-12,199.65,590.48,120.83,26.88,45.04
2010-01-13,202.47,587.09,120.57,27.13,45.23
2010-01-14,201.29,589.85,122.49,27.68,44.93
2010-01-15,197.93,580.0,122.0,27.59,45.07
2010-01-19,206.69,587.62,124.19,27.8,45.81
2010-01-20,203.51,580.41,120.58,27.35,44.91
2010-01-21,199.99,582.98,119.43,26.83,44.67
2010-01-22,190.07,550.01,116.19,25.89,43.45
2010-01-25,195.18,540.0,116.76,26.21,43.57
2010-01-26,197.94,542.42,116.42,26.37,43.55
2010-01-27,199.8,542.1,116.96,26.53,43.84
2010-01-28,191.55,534.29,114.57,26.07,37.6
2010-01-29,184.6,529.94,113.31,25.19,36.4
2010-02-01,187.17,533.02,115.42,25.4,36.94
2010-02-02,188.25,531.12,116.21,25.44,36.46
2010-02-03,191.49,540.82,116.34,25.6,36.81
2010-02-04,184.59,526.78,113.87,24.89,35.45
2010-02-05,187.87,531.29,114.35,25.05,35.33
2010-02-08,186.58,533.47,113.34,24.78,34.84
2010-02-09,188.57,536.44,114.58,25.04,35.21
2010-02-10,187.54,534.45,114.21,25.02,34.76
2010-02-11,190.95,536.4,115.06,25.14,35.3
2010-02-12,192.6,533.12,115.31,24.97,36.07
2010-02-16,195.5,541.3,116.46,25.46,36.24
2010-02-17,194.68,538.21,117.48,25.68,36.62
2010-02-18,195.05,543.22,118.85,26.02,36.97
2010-02-19,193.84,540.76,118.28,25.84,36.77
2010-02-22,192.63,542.8,117.96,25.81,36.23
2010-02-23,189.41,535.07,117.6,25.45,35.8
2010-02-24,192.87,531.47,118.65,25.72,35.33
2010-02-25,194.15,526.43,118.17,25.69,34.69
2010-02-26,196.67,526.8,118.25,25.75,34.22
2010-03-01,200.87,532.69,119.56,26.07,33.17
2010-03-02,200.74,541.06,118.49,25.56,35.38
2010-03-03,201.2,545.32,117.99,25.56,36.09
2010-03-04,202.52,554.59,117.84,25.72,36.62
2010-03-05,210.44,564.21,118.33,25.68,36.16
2010-03-08,210.57,562.48,117.55,25.72,36.19
2010-03-09,214.36,560.19,116.75,25.87,36.08
2010-03-10,216.11,576.45,116.82,26.02,36.27
2010-03-11,216.74,581.14,118.66,26.21,36.48
2010-03-12,217.8,579.54,118.98,26.29,36.34
2010-03-15,215.14,563.18,118.87,26.31,36.26
2010-03-16,215.73,565.2,119.65,26.38,36.39
2010-03-17,215.41,565.56,118.81,26.61,36.29
2010-03-18,215.92,566.4,119.39,26.6,37.72
2010-03-19,213.62,560.0,118.76,26.58,37.36
2010-03-22,216.02,557.5,119.01,26.59,37.58
2010-03-23,219.49,549.0,120.31,26.84,37.8
2010-03-24,220.46,557.33,119.52,26.63,37.49
2010-03-25,217.85,562.88,120.18,26.96,39.36
2010-03-26,221.93,562.69,120.2,26.64,39.02
2010-03-29,223.36,562.45,119.58,26.58,38.96
2010-03-30,226.69,566.71,119.75,26.74,39.3
2010-03-31,225.87,567.12,119.26,26.31,39.14
2010-04-01,226.8,568.8,119.26,26.19,39.43
2010-04-05,229.23,571.01,120.29,26.29,39.68
2010-04-06,230.23,568.22,119.9,26.34,39.58
2010-04-07,231.25,563.54,119.48,26.36,39.9
2010-04-08,230.63,567.49,118.67,26.87,39.55
2010-04-09,232.4,566.22,119.74,27.25,39.34
2010-04-12,232.88,572.73,119.37,27.23,39.4
2010-04-13,233.01,586.77,119.99,27.35,39.46
2010-04-14,236.15,589.0,122.05,27.68,39.74
2010-04-15,239.25,595.3,121.72,27.73,39.83
2010-04-16,237.79,550.15,121.48,27.55,39.87
2010-04-19,237.47,550.1,122.97,27.88,39.88
2010-04-20,235.09,555.04,120.6,28.17,40.39
2010-04-21,249.15,554.3,119.95,28.14,39.77
2010-04-22,256.12,547.06,120.08,28.2,36.69
2010-04-23,260.31,544.99,120.88,27.81,35.68
2010-04-26,259.03,531.64,121.57,27.94,35.55
2010-04-27,251.86,529.06,119.79,27.71,35.38
2010-04-28,251.44,529.19,120.98,27.76,36.21
2010-04-29,258.2,532.0,121.32,27.84,36.36
2010-04-30,250.95,525.7,119.96,27.43,36.08
2010-05-03,256.0,530.6,120.52,27.72,36.05
2010-05-04,248.63,506.37,119.14,27.06,35.08
2010-05-05,246.05,509.76,118.53,26.81,35.1
2010-05-06,236.68,498.67,115.83,26.03,34.21
2010-05-07,226.7,493.14,114.13,25.34,34.05
2010-05-10,244.12,521.65,118.02,25.99,34.86
2010-05-11,246.56,509.05,118.6,25.94,34.96
2010-05-12,251.91,505.39,124.02,26.44,35.6
2010-05-13,248.32,510.88,122.89,26.26,35.41
2010-05-14,243.96,507.53,122.62,25.99,34.8
2010-05-17,244.34,507.97,121.92,25.99,34.86
2010-05-18,242.56,498.37,121.46,25.81,34.25
2010-05-19,238.69,494.43,120.45,25.48,34.0
2010-05-20,228.52,475.01,115.72,24.46,33.2
2010-05-21,232.91,472.05,117.23,24.22,33.48
2010-05-24,237.17,477.16,116.32,23.7,33.28
2010-05-25,235.69,477.07,116.39,23.52,33.22
2010-05-26,234.63,475.47,115.18,22.57,32.71
2010-05-27,243.51,490.46,118.14,23.46,33.35
2010-05-28,246.9,485.63,117.08,23.28,33.35
2010-06-01,250.7,482.37,116.22,23.36,32.89
2010-06-02,253.7,493.37,119.09,23.87,33.78
2010-06-03,252.9,505.6,119.6,24.24,34.21
2010-06-04,246.02,498.72,117.1,23.27,33.11
2010-06-07,241.19,485.52,116.02,22.82,32.84
2010-06-08,239.64,484.78,115.64,22.66,33.08
2010-06-09,233.75,474.02,115.81,22.37,32.56
2010-06-10,240.78,487.01,119.34,22.56,32.85
2010-06-11,243.66,488.5,120.06,23.15,33.16
2010-06-14,244.4,483.19,120.11,23.01,32.63
2010-06-15,249.6,497.99,121.31,23.98,33.37
2010-06-16,256.87,501.27,121.84,23.75,32.9
2010-06-17,261.31,500.08,122.43,23.79,33.49
2010-06-18,263.42,500.03,121.65,23.86,33.47
2010-06-21,259.68,488.56,122.12,23.41,33.43
2010-06-22,263.21,486.25,120.86,23.25,33.36
2010-06-23,260.44,482.05,121.61,22.84,33.22
2010-06-24,258.55,475.1,119.82,22.56,32.63
2010-06-25,256.34,472.68,118.82,22.13,32.42
2010-06-28,257.88,472.08,120.56,21.93,31.93
2010-06-29,246.22,454.26,116.92,21.03,31.08
2010-06-30,241.76,444.95,115.42,20.76,30.8
2010-07-01,238.83,439.49,114.57,20.9,29.98
2010-07-02,237.35,436.55,113.9,21.0,30.36
2010-07-06,238.97,436.07,115.4,21.49,30.62
2010-07-07,248.62,450.2,118.71,21.93,31.31
2010-07-08,248.06,456.56,119.61,22.02,31.82
2010-07-09,249.53,467.49,119.6,21.9,31.8
2010-07-12,247.3,475.83,120.27,22.4,32.92
2010-07-13,242.02,489.2,121.96,22.67,33.72
2010-07-14,242.91,491.34,122.18,22.95,34.61
2010-07-15,241.68,494.02,122.18,23.02,34.59
2010-07-16,240.19,459.61,119.67,22.46,33.73
2010-07-19,236.04,466.18,121.31,22.76,34.49
2010-07-20,242.11,481.59,118.29,22.99,34.47
2010-07-21,244.36,477.5,117.09,22.67,33.91
2010-07-22,248.96,484.81,119.15,23.31,36.68
2010-07-23,249.84,490.06,120.0,23.29,36.65
2010-07-26,249.21,488.97,120.03,23.55,36.8
2010-07-27,253.82,492.63,120.23,23.6,36.78
2010-07-28,250.82,484.35,120.04,23.41,36.35
2010-07-29,248.08,484.99,119.66,23.49,36.37
2010-07-30,247.26,484.85,120.02,23.29,35.72
2010-08-02,251.68,490.41,122.22,23.76,36.35
2010-08-03,251.76,489.83,121.86,23.6,36.07
2010-08-04,252.76,506.32,122.7,23.22,36.04
2010-08-05,251.53,508.1,123.22,22.89,36.11
2010-08-06,249.99,500.22,122.24,23.05,36.25
2010-08-09,251.58,505.35,123.99,23.11,37.28
2010-08-10,249.33,503.71,123.84,22.62,37.31
2010-08-11,240.47,491.74,121.95,22.43,36.92
2010-08-12,242.01,492.01,120.52,22.1,35.87
2010-08-13,239.42,486.35,120.11,22.02,35.59
2010-08-16,238.02,485.59,120.02,22.11,36.24
2010-08-17,242.18,490.52,120.66,22.41,36.71
2010-08-18,243.24,482.15,121.54,22.51,36.62
2010-08-19,240.17,467.97,121.08,22.17,35.74
2010-08-20,239.94,462.02,119.76,21.98,36.49
2010-08-23,236.25,464.07,118.8,22.02,36.15
2010-08-24,230.61,451.39,117.32,21.81,35.68
2010-08-25,233.45,454.62,117.67,21.86,36.25
2010-08-26,230.95,450.98,115.33,21.61,36.08
2010-08-27,232.23,458.83,117.16,21.71,36.42
2010-08-30,233.08,452.69,115.91,21.44,36.09
2010-08-31,233.66,450.02,115.66,21.29,36.1
2010-09-01,240.61,460.33,118.14,21.68,37.33
2010-09-02,242.37,463.18,117.45,21.72,37.72
2010-09-03,248.72,470.3,119.84,22.03,38.06
2010-09-07,247.8,464.4,118.31,21.73,38.24
2010-09-08,252.71,470.58,118.43,21.71,38.57
2010-09-09,252.85,476.18,118.69,21.78,38.55
2010-09-10,253.18,476.14,120.23,21.63,38.1
2010-09-13,256.67,482.27,121.75,22.78,38.65
2010-09-14,257.65,480.43,121.03,22.7,38.75
2010-09-15,259.72,480.64,121.58,22.79,39.57
2010-09-16,265.83,481.06,121.8,22.98,39.56
2010-09-17,264.67,490.15,122.29,22.88,40.09
2010-09-20,272.23,508.28,123.79,23.07,40.54
2010-09-21,272.75,513.46,123.97,22.81,41.01
2010-09-22,276.57,516.0,124.53,22.32,40.81
2010-09-23,277.7,513.48,123.68,22.16,41.14
2010-09-24,280.96,527.29,125.97,22.48,41.99
2010-09-27,279.85,530.41,126.48,22.43,42.03
2010-09-28,275.72,527.17,126.71,22.39,41.54
2010-09-29,276.21,527.69,127.26,22.22,41.77
2010-09-30,272.73,525.79,126.0,22.21,42.54
2010-10-01,271.55,525.62,127.41,22.11,41.72
2010-10-04,267.82,522.35,127.04,21.69,41.37
2010-10-05,277.72,538.23,129.31,22.09,41.72
2010-10-06,277.96,534.35,129.48,22.16,42.09
2010-10-07,277.99,530.01,130.3,22.25,41.99
2010-10-08,282.65,536.35,130.43,22.29,42.19
2010-10-11,283.89,538.84,131.19,22.31,41.64
2010-10-12,286.94,541.39,131.37,22.52,42.22
2010-10-13,288.48,543.3,131.85,22.99,42.72
2010-10-14,290.57,540.93,132.92,22.89,42.46
2010-10-15,302.51,601.45,132.5,23.17,42.22
2010-10-18,305.65,617.71,134.16,23.42,41.94
2010-10-19,297.47,607.83,129.66,22.77,41.68
2010-10-20,298.47,607.98,130.63,22.96,41.83
2010-10-21,297.5,611.99,131.35,23.06,41.46
2010-10-22,295.53,612.53,131.2,23.02,41.64
2010-10-25,296.84,616.5,131.36,22.85,41.79
2010-10-26,296.08,618.6,132.14,23.49,41.42
2010-10-27,295.87,616.47,132.85,23.63,41.93
2010-10-28,293.38,618.58,132.35,23.84,41.87
2010-10-29,289.29,613.7,134.89,24.19,42.57
2010-11-01,292.36,615.0,134.63,24.45,42.73
2010-11-02,297.34,615.6,135.11,24.85,42.78
2010-11-03,300.65,620.18,135.42,24.52,43.07
2010-11-04,305.91,624.27,137.88,24.62,45.57
2010-11-05,304.81,625.08,138.01,24.36,45.56
2010-11-08,306.24,626.77,138.19,24.32,45.06
2010-11-09,303.8,624.82,137.88,24.45,45.17
2010-11-10,305.68,622.88,138.27,24.44,44.94
2010-11-11,304.35,617.19,137.21,24.2,45.17
2010-11-12,296.06,603.29,135.62,23.83,44.75
2010-11-15,295.11,595.47,135.53,23.77,44.18
2010-11-16,289.87,583.72,134.2,23.56,43.72
2010-11-17,288.83,583.55,133.93,23.34,45.23
2010-11-18,296.45,596.56,136.2,23.58,44.98
2010-11-19,294.81,590.83,136.86,23.45,45.21
2010-11-22,301.19,591.22,137.18,23.48,45.07
2010-11-23,296.74,583.01,135.09,22.93,44.57
2010-11-24,302.57,594.97,137.57,23.15,45.49
2010-11-26,302.76,590.0,135.77,23.04,45.14
2010-11-29,304.56,582.11,134.82,23.1,44.74
2010-11-30,299.06,555.71,133.47,23.05,44.31
2010-12-01,304.11,564.35,136.25,23.77,45.32
2010-12-02,305.79,571.82,136.98,24.54,45.89
2010-12-03,305.11,573.0,137.17,24.66,46.2
2010-12-06,307.71,578.36,136.8,24.5,45.73
2010-12-07,305.85,587.14,135.88,24.52,45.87
2010-12-08,308.54,590.54,136.79,24.85,46.26
2010-12-09,307.34,591.5,136.15,24.71,46.45
2010-12-10,308.11,592.21,136.64,24.95,46.83
2010-12-13,309.17,594.62,136.13,24.87,46.49
2010-12-14,307.85,594.91,137.58,25.21,46.54
2010-12-15,307.92,590.3,136.54,25.42,46.46
2010-12-16,308.77,591.71,136.38,25.55,46.99
2010-12-17,308.16,590.8,136.81,25.46,46.81
2010-12-20,309.69,595.06,136.35,25.38,46.79
2010-12-21,311.61,603.07,137.51,25.62,47.31
2010-12-22,312.53,605.49,137.7,25.73,47.31
2010-12-23,311.03,604.23,137.65,25.83,46.79
2010-12-27,312.07,602.38,137.13,25.62,46.95
2010-12-28,312.83,598.92,137.48,25.56,47.19
2010-12-29,312.65,601.0,138.24,25.53,47.31
2010-12-30,311.09,598.86,138.38,25.42,47.06
2010-12-31,310.03,593.97,138.47,25.47,46.84
2011-01-03,316.77,604.35,139.15,25.54,47.49
2011-01-04,318.42,602.12,139.3,25.64,48.24
2011-01-05,321.03,609.07,138.74,25.55,49.24
2011-01-06,320.77,613.5,140.26,26.3,49.84
2011-01-07,323.06,616.44,139.57,26.1,48.95
2011-01-10,329.15,614.21,139.3,25.76,48.92
2011-01-11,328.37,616.01,138.96,25.65,49.28
2011-01-12,331.04,616.87,140.68,26.06,49.53
2011-01-13,332.25,616.69,140.41,25.73,49.09
2011-01-14,334.94,624.18,141.53,25.83,49.25
2011-01-18,327.42,639.63,142.14,26.16,50.19
2011-01-19,325.68,631.75,146.89,25.98,49.34
2011-01-20,319.76,626.77,147.0,25.87,48.58
2011-01-21,314.03,611.83,146.72,25.57,48.49
2011-01-24,324.34,611.08,150.61,25.9,48.73
2011-01-25,328.14,619.91,152.32,25.97,48.76
2011-01-26,330.49,616.5,151.94,26.27,49.08
2011-01-27,329.88,616.79,151.97,26.35,51.95
2011-01-28,323.04,600.99,150.22,25.33,50.86
